,decline_rate_low,decline_rate_mid,decline_rate_high
0,0.04451969032178055,0.03215118118734788,0.01978267205291509
1,0.04513617761476348,0.03234138224664188,0.01986947964703557
2,0.04553841001888124,0.03241028040007841,0.019943343872045386
3,0.04568282398690629,0.03234160542326595,0.020003182147558373
4,0.04551969289017073,0.03211769491308935,0.0200478472513086
5,0.04499323409203911,0.03171962299520318,0.02007612612079724
6,0.04404222205851012,0.031127424782353287,0.02008673912391314
7,0.04260131907454234,0.030320439575714675,0.02007833990153561
8,0.04060335747964815,0.029277795639983374,0.020049515897155867
9,0.037982795354688265,0.027979056426455113,0.01999878970065584
10,0.03632667007050459,0.02739729081466525,0.020404789545557935
11,0.03596444297937205,0.02758167016725272,0.021123906194414215
12,0.035410048811336865,0.02755143940299493,0.021589253605246512
13,0.03464069841600106,0.027282020554181996,0.02177798649881222
14,0.03363295849853743,0.026747305673726025,0.021664798544689067
15,0.03236338363134272,0.025920260960610154,0.021222577993013785
16,0.03080935174725649,0.02477377844557857,0.020423328417182265
17,0.02895011495791357,0.02328180813945478,0.0192394034711297
18,0.02676805939616442,0.02142078650728076,0.017645087924339817
19,0.024250141670468756,0.01917134862353736,0.015618526883187088
20,0.022873495642753414,0.017851016569261715,0.014368396464455844
21,0.022682015917681715,0.017596812012857992,0.014101125234187724
22,0.02219409258617976,0.01713761989213859,0.013691936846158033
23,0.021383806937080623,0.0164599516282306,0.013133562785622223
24,0.020225579711469273,0.01555083177996429,0.012419133241563298
25,0.018695491575488887,0.014398400162815761,0.011542455596759163
26,0.01677289686546867,0.012992609141513563,0.010498325660434208
27,0.014442297804406532,0.011326000565813758,0.009282865217657978
28,0.011695398301097679,0.009394533613648245,0.00789387562838476
29,0.008533199204569995,0.007198420002292929,0.006331193057875783
